"Family","Genus","Species","ID","Agei","Ri","Agecpt","Rcpt","Lcpt","L0p","R0p","Li_sp_m","Li_sp_sd","Li_sploc_m","Li_sploc_sd","Weight","Location","Observer"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_004",3,0.473093203382525,7,0.649895684400635,216.417,1.7,NA,184.917898588531,4.81960811900437,186.915797513367,6.35815828164606,162,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_004",4,0.522416741707002,7,0.649895684400635,216.417,1.7,NA,194.303259159195,3.48568241169839,195.742355678283,4.62002557986837,162,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_004",5,0.553755447128953,7,0.649895684400635,216.417,1.7,NA,200.003767990287,2.63246853140205,201.087634599665,3.49869678732187,162,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_004",6,0.589941696350802,7,0.649895684400635,216.417,1.7,NA,206.360109812507,1.64359272745791,207.034618882087,2.19089311424486,162,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_004",7,0.620663445913947,7,0.649895684400635,216.417,1.7,NA,211.583111414933,0.80194742015564,211.91128850873,1.07151971732286,162,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_005",0,0.022,6,0.624244797757652,220.536,1.7,0.022,1.7,2.05941224274649e-14,1.7,3.29052060691552e-14,176.5,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_005",1,0.341151705662979,6,0.624244797757652,220.536,1.7,0.022,153.792921440729,6.61101840931931,157.310423078916,9.49474291267143,176.5,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_005",2,0.406190068322985,6,0.624244797757652,220.536,1.7,0.022,171.220671831668,5.29287759235625,173.984523108898,7.60288126954153,176.5,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_005",3,0.460897503572176,6,0.624244797757652,220.536,1.7,0.022,184.731441572506,4.0635983076728,186.823828231483,5.83939118446107,176.5,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_005",4,0.507737776210304,6,0.624244797757652,220.536,1.7,0.022,195.620118881676,2.94802360673103,197.121461884631,4.23828898302855,176.5,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_005",5,0.553422934827954,6,0.624244797757652,220.536,1.7,0.022,205.726123390577,1.81701903116467,206.642267669067,2.61369729994247,176.5,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_005",6,0.596629527217049,6,0.624244797757652,220.536,1.7,0.022,214.875291671342,0.716431519623189,215.233321172631,1.03114901598129,176.5,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_006",0,0.019,4,0.576041279666505,195.416,1.7,0.019,1.7,1.93823483511588e-14,1.7,3.22287808534468e-14,136.8,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_006",1,0.423110058421852,4,0.576041279666505,195.416,1.7,0.019,164.28734654346,3.62958454992386,166.113070408693,5.20639026858715,136.8,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_006",2,0.468111891224478,4,0.576041279666505,195.416,1.7,0.019,174.027908657198,2.60191266967598,175.321491621062,3.73509484762599,136.8,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_006",3,0.512566123929193,4,0.576041279666505,195.416,1.7,0.019,183.142912909758,1.54971475953892,183.90516182118,2.22648641182472,136.8,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_006",4,0.548967182100628,4,0.576041279666505,195.416,1.7,0.019,190.279425382989,0.666794585177533,190.604700474263,0.95868118104646,136.8,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",0,NA,13,0.768952585680957,191.726,1.7,NA,1.7,1.63362026946326e-14,1.7,3.12963319990094e-14,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",1,0.372788505311744,13,0.768952585680957,191.726,1.7,NA,133.708283446492,6.60423078798128,137.058387954102,9.11879913943378,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",2,0.439030616716932,13,0.768952585680957,191.726,1.7,NA,145.422341616388,5.57827352892445,148.222169048904,7.73667621159202,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",3,0.47943430846342,13,0.768952585680957,191.726,1.7,NA,152.04233642757,4.92659516664956,154.499442293737,6.84887266430225,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",4,0.502262805508052,13,0.768952585680957,191.726,1.7,NA,155.632775056722,4.55197278611699,157.895062979326,6.33585602094959,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",5,0.530939926642278,13,0.768952585680957,191.726,1.7,NA,160.004627137292,4.07603965268965,162.021588633927,5.68170477715892,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",6,0.566074089990734,13,0.768952585680957,191.726,1.7,NA,165.168824459531,3.48627717315772,166.884980666491,4.8678101925276,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",7,0.594437112542187,13,0.768952585680957,191.726,1.7,NA,169.19694173931,3.00583735623236,170.670520973843,4.2023871494224,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",8,0.622511925973868,13,0.768952585680957,191.726,1.7,NA,173.070435877883,2.52720267513296,174.304436752117,3.5375272159815,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",9,0.650732284849379,13,0.768952585680957,191.726,1.7,NA,176.858295746717,2.04357564882869,177.85223601325,2.86392124944906,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",10,0.677312151208379,13,0.768952585680957,191.726,1.7,NA,180.335639417539,1.58619968811079,181.104332432058,2.22531677837371,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",11,0.706199371943668,13,0.768952585680957,191.726,1.7,NA,184.022039007765,1.08748821916645,184.547019287061,1.52737396642438,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",12,0.724383196781756,13,0.768952585680957,191.726,1.7,NA,186.295752513708,0.772860587968963,186.667957484032,1.08622590675144,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_007",13,0.7476480174278,13,0.768952585680957,191.726,1.7,NA,189.154823187277,0.369691002721157,189.332328898658,0.520032880105744,129,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",0,0.016,14,0.644019603226971,206.451,1.7,0.016,1.7,1.81017232169264e-14,1.7,3.17263578593573e-14,141.3,"Manuae","Jean Bienvenu"
